source_sha256,source_page,table_row,verified_block,source_path,stage,tier,source_bbox,bbox_units,review_status,review_method,reviewer
2270d40b82f79fb05c96fc7a6b75205d2387407f6364ab0670604be7e2209c33,6,1,Sonarpur,data/wb/gp_source_search/historical_expansion/s24pgs_643_Form-1B_Upa-Pradhan_1_752bf64d.pdf,final,gp_deputy,"[425.87, 83.69, 819.0, 104.98]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
2270d40b82f79fb05c96fc7a6b75205d2387407f6364ab0670604be7e2209c33,6,4,Bhangore-II,data/wb/gp_source_search/historical_expansion/s24pgs_643_Form-1B_Upa-Pradhan_1_752bf64d.pdf,final,gp_deputy,"[425.97, 146.82, 819.0, 168.1]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
2270d40b82f79fb05c96fc7a6b75205d2387407f6364ab0670604be7e2209c33,6,8,Budge Budge-I,data/wb/gp_source_search/historical_expansion/s24pgs_643_Form-1B_Upa-Pradhan_1_752bf64d.pdf,final,gp_deputy,"[426.11, 231.44, 819.0, 252.7]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,1,1,Basanti,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[428.82, 340.67, 806.0, 361.46]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,1,5,Gosaba,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[428.9, 421.84, 806.0, 442.12]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,2,1,Canning-II,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[426.97, 91.57, 803.77, 112.82]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,2,6,Kultali,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[427.27, 193.17, 804.08, 214.42]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,2,8,Joynagar-II,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[427.39, 233.71, 804.2, 255.46]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,2,11,Patharpratima,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[427.58, 294.77, 804.38, 316.02]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,2,15,Kakdwip,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[427.82, 375.86, 804.63, 397.6]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,2,18,Namkhana,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[428.01, 436.42, 804.81, 458.16]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,3,1,Sagar,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[426.32, 93.15, 803.5, 113.19]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,3,4,Kulpi,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[426.38, 154.26, 803.5, 174.29]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,3,8,Mathurapur-I,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[426.46, 235.87, 803.5, 255.89]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,3,12,Mathurapur-II,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[426.54, 316.95, 803.5, 337.47]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,3,15,Mandirbazar,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[426.6, 377.49, 803.5, 398.0]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,3,19,Joynagar-I,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[426.68, 458.51, 803.5, 479.51]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,4,1,Baruipur,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[426.47, 92.07, 803.28, 112.83]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,4,7,Canning-I,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[426.86, 214.2, 803.67, 235.46]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,4,11,Magrahat-II,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[427.11, 295.29, 803.92, 316.54]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,4,15,Magrahat-I,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[427.37, 376.37, 804.18, 397.63]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,4,18,Diamond Harbour-II,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[427.56, 437.43, 804.37, 458.19]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,5,1,Diamond Harbour-I,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[425.68, 92.92, 802.42, 113.68]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,5,5,Falta,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[425.99, 173.86, 802.8, 195.66]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,5,9,Bishnupur-II,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[426.29, 255.33, 803.17, 276.68]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,5,14,Budge Budge-II,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[426.67, 356.83, 803.64, 377.74]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,5,18,Thakurpukur Maheshtala,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[426.97, 437.88, 804.02, 458.83]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,5,20,Bishnupur-I,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[427.12, 478.41, 804.21, 499.38]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,6,1,Sonarpur,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[426.1, 94.62, 802.38, 114.9]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,6,4,Bhangore-II,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[426.0, 155.22, 802.28, 176.0]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba,6,8,Budge Budge-I,data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf,draft,gp_deputy,"[425.86, 236.86, 802.14, 257.14]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
6fa2911868350033e421c3ec257144a9618feb0fe27c07c5116d6763be056973,1,1,Basanti,data/wb/gp_source_search/historical_expansion/s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,final,gp_head,"[427.66, 326.24, 817.71, 342.29]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
6fa2911868350033e421c3ec257144a9618feb0fe27c07c5116d6763be056973,2,1,Gosaba,data/wb/gp_source_search/historical_expansion/s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,final,gp_head,"[428.37, 118.61, 818.59, 134.64]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
6fa2911868350033e421c3ec257144a9618feb0fe27c07c5116d6763be056973,2,12,Canning-II,data/wb/gp_source_search/historical_expansion/s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,final,gp_head,"[428.63, 295.83, 818.77, 311.35]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
6fa2911868350033e421c3ec257144a9618feb0fe27c07c5116d6763be056973,2,18,Kultali,data/wb/gp_source_search/historical_expansion/s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,final,gp_head,"[428.78, 391.42, 818.87, 407.43]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
6fa2911868350033e421c3ec257144a9618feb0fe27c07c5116d6763be056973,3,1,Joynagar-II,data/wb/gp_source_search/historical_expansion/s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,final,gp_head,"[427.29, 120.61, 817.71, 137.17]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
6fa2911868350033e421c3ec257144a9618feb0fe27c07c5116d6763be056973,3,10,Patharpratima,data/wb/gp_source_search/historical_expansion/s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,final,gp_head,"[427.87, 265.2, 818.05, 281.82]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
6fa2911868350033e421c3ec257144a9618feb0fe27c07c5116d6763be056973,4,1,Kakdwip,data/wb/gp_source_search/historical_expansion/s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,final,gp_head,"[427.41, 120.96, 818.2, 137.53]","PDF points, top origin",visually_verified_block_header,Independent visual reading of each rectified source header strip; all 36 South 24 Parganas schedule pages inspected; GP data rows excluded.,Codex independent source review 2026-09-07
