row_id,source_sha256,source_page,source_column,table_row,source_bbox,verified_name,verified_category,review_method,review_note,name_ambiguous,candidate_name_readings,evidence_references
cc7fde6133ea2a00e0f4feb9,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,8,"[331.09, 579.48, 440.02, 607.03]",Barogharia,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown. Page1 detected row8 spans two printed rows; each column identifies a different GP.,False,,[]
16872356622417ac77575266,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,8,"[439.99, 578.91, 548.77, 606.44]",Magurmari-II,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown. Page1 detected row8 spans two printed rows; each column identifies a different GP.,False,,[]
1d56ab48e428b6124473c2fd,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,9,"[331.11, 606.44, 440.03, 620.51]",Gadong-I,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
e3b5b99c9d2d44681e42ec96,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,9,"[440.02, 605.85, 548.79, 619.92]",Gadong-I,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
c7a80c112a6f056b6d6765be,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,10,"[331.11, 619.92, 440.04, 634.51]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
95e07fbd12928f9e29c1d288,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,10,"[440.03, 619.32, 548.81, 633.9]",Gadong-II,women,blinded_single_visual_reader,Frozen expanded sample 120; visual references in qwen_review/expanded/gold_b.json. Source crop SHA256 6a1d89c1326b6b38bd4331f4dd9af039a324c8780f3bf64bb61ea94e48376f0a. Original OCR retained; blank other axes remain unknown.,False,,"[{""path"": ""data/wb/derived/qwen_review/expanded/gold_b.json"", ""sha256"": ""7d6a312a6db77cc6acb325473ab1b6fbdc22443d1984356a9a1e2faf69a2a5ea""}]"
47007aba8ed490fbdda8d669,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,11,"[331.12, 633.9, 440.06, 648.0]",Ramshai,ST,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
211ef07e568efc3c862b0dfd,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,11,"[440.04, 633.29, 548.82, 647.38]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
2451e9ee90761a0639c527ec,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,12,"[331.13, 647.38, 440.07, 660.99]",Domohoni-II,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
b2a6f2f13286f3f58f3db97e,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,12,"[440.06, 646.76, 548.84, 660.36]",Domohoni-II,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
bab427a0fc1c3c70f3700ab5,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,13,"[331.14, 660.36, 440.08, 674.98]",,,blinded_single_visual_reader,Frozen expanded sample 48; visual references in qwen_review/expanded/gold_a.json. Source crop SHA256 440598c894241c54b514fe72b86d4cd333ccd00a5930aa009bc3e9a5525361e5. Original OCR retained; blank other axes remain unknown.,False,,"[{""path"": ""data/wb/derived/qwen_review/expanded/gold_a.json"", ""sha256"": ""89eaae3df88aa6358dfaf848878cc03e90411b3cfcc8513bc1661aaa202ccfa2""}]"
9c1e208bd59cdaf8e8228161,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,13,"[440.07, 659.74, 548.85, 674.35]",Domohoni-I,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
400dcb7eb21e3361cd08de5f,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,14,"[331.15, 674.35, 440.09, 688.48]",Maynaguri,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
490e392c402ffaf9b6dae234,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,14,"[440.08, 673.71, 548.87, 687.83]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
22b4af629012a17f76464627,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,15,"[331.16, 687.83, 440.11, 701.97]",Madhabdanga-I,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
79d20c090fe0aad94ce20be1,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,15,"[440.09, 687.18, 548.88, 701.31]",Madhabdanga-I,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
178694575b3b01c350d18a7a,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,16,"[331.17, 701.31, 440.12, 715.47]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
f476c4af68b73ae0ca16e2eb,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,16,"[440.11, 700.66, 548.9, 714.8]",Khagrabari-I,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
913aa56674e482c2ea5d4114,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,17,"[331.18, 714.8, 440.13, 728.46]",Khagrabari-II,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
f201fc8f35803e864e5510e0,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,17,"[440.12, 714.13, 548.92, 727.79]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
d76f3bce4a353baf87a3d6bf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,18,"[331.19, 727.79, 440.14, 741.96]",Saptibari-I,SC,blinded_single_visual_reader,Frozen expanded sample 58; visual references in qwen_review/expanded/gold_a.json. Source crop SHA256 6ddb2807229bbb343b449639c84db2768fcde37a467502d66d0c4ef11b4fa9bf. Original OCR retained; blank other axes remain unknown.,False,,"[{""path"": ""data/wb/derived/qwen_review/expanded/gold_a.json"", ""sha256"": ""89eaae3df88aa6358dfaf848878cc03e90411b3cfcc8513bc1661aaa202ccfa2""}]"
29589863d0e53c08cc4f651a,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,18,"[440.13, 727.11, 548.93, 741.27]",Saptibari-I,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
0def2f0b12be0ae87b14e6af,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,19,"[331.2, 741.27, 440.16, 755.46]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
76bf0597a21e4fe96f3a9aef,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,19,"[440.14, 740.59, 548.95, 754.76]",Saptibari-II,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
9d5fe999f7326bf39379dfa3,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,20,"[331.21, 754.76, 440.17, 768.96]",Madhabdanga-II,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
17f761221b51196e2b832059,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,20,"[440.16, 754.07, 548.96, 768.25]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
2b52f2cf9615a093e69d2cf9,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,21,"[331.22, 768.25, 440.18, 782.46]",Padamoti-I,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
623b9d290ddf1977ccda81d1,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,21,"[440.17, 767.55, 548.98, 781.74]",Padamoti-I,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
1869baaef3a9ce6e19872ba3,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,22,"[331.23, 781.74, 440.2, 798.96]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
388bb482b388a39ed07fc641,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,22,"[440.18, 781.03, 549.0, 798.23]",Padamoti-II,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
09303226134bbf9f1a5fe78c,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,1,"[330.49, 29.08, 438.84, 42.75]",Bahadur,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
39c0b718f65842621d569395,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,1,"[438.83, 29.29, 548.0, 42.94]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
41bfe32a1f88f24399933222,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,2,"[330.47, 42.55, 438.83, 56.7]",Kharia,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
ee20e459ab27f3a987465bbe,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,2,"[438.81, 42.75, 547.99, 56.89]",Kharia,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
18b4adaab07b3e2300e2b484,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,3,"[330.45, 56.52, 438.81, 69.67]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
9f5191cede20c67109cd9dc1,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,3,"[438.8, 56.7, 547.97, 69.84]",Garalbari,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
723ff251e9780ed6257c6f67,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,4,"[330.43, 69.49, 438.8, 83.62]",Mandalghat,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
3f8683423f4279d00cbf0350,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,4,"[438.78, 69.67, 547.96, 83.79]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
efa2e0b2b0aeb5efc9543197,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,5,"[330.41, 83.46, 438.78, 96.09]",Nagar Berubari,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
678a6434d9e3166d4580b7fc,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,5,"[438.76, 83.62, 547.94, 96.24]",Nagar Berubari,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
34c7983aea6676f9957042a2,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,6,"[330.4, 95.94, 438.76, 107.06]",,,blinded_single_visual_reader,Frozen expanded sample 183; visual references in qwen_review/expanded/gold_b.json. Source crop SHA256 09e42f3c1589723b9c69bb57d88feefb2d23526418368424f5507168dddf1cdf. Original OCR retained; blank other axes remain unknown.,False,,"[{""path"": ""data/wb/derived/qwen_review/expanded/gold_b.json"", ""sha256"": ""7d6a312a6db77cc6acb325473ab1b6fbdc22443d1984356a9a1e2faf69a2a5ea""}]"
608b4db0519fefcc09ce38be,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,6,"[438.75, 96.09, 547.93, 107.2]",Kharija Berubari-I,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
d5d0551d8be62733fd28153a,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,7,"[330.38, 106.92, 438.75, 119.52]",,,blinded_single_visual_reader,Frozen expanded sample 27; visual references in qwen_review/expanded/gold_a.json. Source crop SHA256 3174ce4787467643b7d88426fa7d97e806f6c8bd24e52c346fcc205127ac7e5c. Original OCR retained; blank other axes remain unknown.,False,,"[{""path"": ""data/wb/derived/qwen_review/expanded/gold_a.json"", ""sha256"": ""89eaae3df88aa6358dfaf848878cc03e90411b3cfcc8513bc1661aaa202ccfa2""}]"
5dfb4243be4c4af9e22560ba,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,7,"[438.74, 107.06, 547.92, 119.66]",South Berubari,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
0c78e4662761d53962ea7933,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,8,"[330.36, 119.39, 438.74, 133.48]",Mantadari,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
0d5ac73e85331dd00671aaed,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,8,"[438.72, 119.52, 547.91, 133.61]",,,blinded_single_visual_reader,Frozen expanded sample 179; visual references in qwen_review/expanded/gold_b.json. Source crop SHA256 a0642edd2a3574958709cb6ba1234a686dbf294a175c70a3fa82c7d95488b143. Original OCR retained; blank other axes remain unknown.,False,,"[{""path"": ""data/wb/derived/qwen_review/expanded/gold_b.json"", ""sha256"": ""7d6a312a6db77cc6acb325473ab1b6fbdc22443d1984356a9a1e2faf69a2a5ea""}]"
435cec1b333ed5e916dc2bdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,9,"[330.34, 133.36, 438.72, 145.45]",Shikarpur,ST,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
2b85d1a3bc5c5bffe2cde288,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,9,"[438.7, 133.48, 547.89, 145.56]",Shikarpur,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
09710b2a91914eb9a6483494,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,10,"[330.32, 145.34, 438.7, 158.92]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
e36e0f1973481272d2ffe436,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,10,"[438.69, 145.45, 547.88, 159.02]",Panikouri,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
fd78dab468da5d0159dc0c75,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,11,"[330.3, 158.82, 438.69, 172.88]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
516e9fae88ed2a1393b7dbcd,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,11,"[438.67, 158.92, 547.87, 172.97]",Sannyasikata,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
f4744fcf93c9d157968e6fbf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,12,"[330.28, 172.79, 438.67, 186.35]",Sukhani,SC,blinded_single_visual_reader,Frozen expanded sample 118; visual references in qwen_review/expanded/gold_b.json. Source crop SHA256 575226ff2d37c940feb39e464abd53734a9c55920e4a7a771aeb138637e51dde. Original OCR retained; blank other axes remain unknown.,False,,"[{""path"": ""data/wb/derived/qwen_review/expanded/gold_b.json"", ""sha256"": ""7d6a312a6db77cc6acb325473ab1b6fbdc22443d1984356a9a1e2faf69a2a5ea""}]"
32a1569b10d976bc051297d4,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,12,"[438.65, 172.88, 547.86, 186.42]",,,blinded_single_visual_reader,Frozen expanded sample 142; visual references in qwen_review/expanded/gold_b.json. Source crop SHA256 27c8ebdd1ffc34e85a2e3b75a8f0873acf42a0b38c209965777e9113d4537428. Original OCR retained; blank other axes remain unknown.,False,,"[{""path"": ""data/wb/derived/qwen_review/expanded/gold_b.json"", ""sha256"": ""7d6a312a6db77cc6acb325473ab1b6fbdc22443d1984356a9a1e2faf69a2a5ea""}]"
144bc50b782df945bbb05269,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,13,"[330.27, 186.27, 438.65, 199.81]",Baropatia Notunbos,ST,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
85a2ca63e0ce9b7a021a69d2,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,13,"[438.64, 186.35, 547.84, 199.88]",Baropatia Notunbos,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
486ef6fd836817af0fbf6a2c,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,14,"[330.25, 199.75, 438.64, 212.78]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
dc210703bebcbf6f07077df0,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,14,"[438.62, 199.81, 547.83, 212.84]",Patkata,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
b623e357812ebdb0886717b8,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,15,"[330.23, 212.73, 438.62, 226.25]",Paharpur,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
cc99485789c9fd686e182b06,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,15,"[438.61, 212.78, 547.82, 226.29]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
1935679d0267fb83522ba7a0,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,16,"[330.21, 226.21, 438.61, 239.72]",Dabgram-I,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
6fd4122a75f588dbba789d09,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,16,"[438.59, 226.25, 547.8, 239.75]",Dabgram-I,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
43967e9fadcc5829e2e46386,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,17,"[330.19, 239.69, 438.59, 253.69]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
0f72e21d59e2ddb35cafdf63,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,17,"[438.57, 239.72, 547.79, 253.71]",Dabgram-II,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
35c3e48f1b50e5a882caf116,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,18,"[330.17, 253.67, 438.57, 267.16]",Fulbari-I,SC,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
8dca21a8b0db3381749a5fce,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,18,"[438.56, 253.69, 547.77, 267.16]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
e30dd3a0971dc65839ad95f4,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,19,"[330.15, 267.15, 438.56, 280.63]",Bagrakote,ST,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
e08e85a8a2985551c3a401d0,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,19,"[438.54, 267.16, 547.76, 280.63]",Bagrakote,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
364c8f99204c68bfcc892301,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,20,"[330.13, 280.63, 438.54, 294.11]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
2263db153c40eda63f630095,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,20,"[438.52, 280.62, 547.75, 294.1]",Oodlabari,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
2e29d0dec9d914b5e3c6913d,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,21,"[330.11, 294.1, 438.52, 307.09]",Damdim,ST,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
8eba8764e83731bb067c1285,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,21,"[438.51, 294.08, 547.73, 307.07]",,,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
e373d418885658be8cb77539,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,4,22,"[330.09, 307.07, 438.51, 320.58]",Tesimla,SC,blinded_single_visual_reader,Frozen expanded sample 141; visual references in qwen_review/expanded/gold_b.json. Source crop SHA256 08ff51c474d7ac37c030befcbb05c19cb89526044b26cfd9b0dfd28409bb1ad4. Original OCR retained; blank other axes remain unknown.,False,,"[{""path"": ""data/wb/derived/qwen_review/expanded/gold_b.json"", ""sha256"": ""7d6a312a6db77cc6acb325473ab1b6fbdc22443d1984356a9a1e2faf69a2a5ea""}]"
29cbd13816a676ad2701b44f,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,2,5,22,"[438.49, 307.05, 547.72, 320.54]",Tesimla,women,visual_reading_of_printed_PDF,Roman suffix typography normalized; blank other axis stays unknown.,False,,[]
