row_id,source_path,source_sha256,source_page,source_table,source_table_row,source_bbox,source_coordinate_system,raw_cells,state,district,year,tier,office,source_gp_serial,source_gp_key,gram_panchayat,local_body_name,block,name_raw,reservation_code_raw,reservation,caste_reservation,woman_reserved,source_list_scope,review_status,quality_flags,visual_review_path,visual_review_sha256,visual_review_method
5f1132d18fdea4034028,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,12,"[84.88685714285714, 289.8499949999999, 466.33564551724135, 305.33000999999996]","PDF points, top-left origin","[""11"", ""Hogalberia"", """", null, null, ""SCW"", null, null, """", null, null, """", null, null, """", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,11,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:11,Hogalberia,Hogalberia,,Hogalberia,SCW,SCW,SC,1,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
1bf1937e244d837ea7a7,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,13,"[84.88685714285714, 305.33000999999996, 466.33564551724135, 320.80999499999996]","PDF points, top-left origin","[""12"", ""Shikarpur"", """", null, null, """", null, null, """", null, null, """", null, null, ""UR"", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,12,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:12,Shikarpur,Shikarpur,,Shikarpur,UR,UR,UR,0,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
87b8477b15726c1b16be,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,14,"[84.88685714285714, 320.80999499999996, 466.33564551724135, 336.289995]","PDF points, top-left origin","[""13"", ""Pipulberia"", """", null, null, ""SCW"", null, null, """", null, null, """", null, null, """", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,13,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:13,Pipulberia,Pipulberia,,Pipulberia,SCW,SCW,SC,1,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
26ade07aa40c137a52ab,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,15,"[84.88685714285714, 336.289995, 466.33564551724135, 351.89000999999996]","PDF points, top-left origin","[""14"", ""Murutia"", """", null, null, """", null, null, """", null, null, ""Women"", null, null, """", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,14,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:14,Murutia,Murutia,,Murutia,Women,W,UR,1,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
4e06edc544a4fcf65741,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,16,"[84.88685714285714, 351.89000999999996, 466.33564551724135, 367.36999499999996]","PDF points, top-left origin","[""15"", ""Narayanpur-I"", """", null, null, """", null, null, """", null, null, """", null, null, ""UR"", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,15,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:15,Narayanpur-I,Narayanpur-I,,Narayanpur-I,UR,UR,UR,0,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
7ccc84cff51e274941d3,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,17,"[84.88685714285714, 367.36999499999996, 466.33564551724135, 382.849995]","PDF points, top-left origin","[""16"", ""Narayanpur-II"", """", null, null, """", null, null, """", null, null, ""Women"", null, null, """", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,16,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:16,Narayanpur-II,Narayanpur-II,,Narayanpur-II,Women,W,UR,1,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
f3f505a1d60502db74f0,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,18,"[84.88685714285714, 382.849995, 466.33564551724135, 398.33000999999996]","PDF points, top-left origin","[""17"", ""Nandanpur"", """", null, null, ""SCW"", null, null, """", null, null, """", null, null, """", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,17,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:17,Nandanpur,Nandanpur,,Nandanpur,SCW,SCW,SC,1,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
5a66d3f0ce995b483cd5,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,19,"[84.88685714285714, 398.33000999999996, 466.33564551724135, 413.80999499999996]","PDF points, top-left origin","[""18"", ""Dighalkandi"", """", null, null, """", null, null, """", null, null, """", null, null, ""UR"", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,18,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:18,Dighalkandi,Dighalkandi,,Dighalkandi,UR,UR,UR,0,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
0b42e874be49bbf802fa,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,20,"[84.88685714285714, 413.80999499999996, 466.33564551724135, 429.289995]","PDF points, top-left origin","[""19"", ""Chhitka"", """", null, null, ""SCW"", null, null, """", null, null, """", null, null, """", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,19,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:19,Chhitka,Chhitka,,Chhitka,SCW,SCW,SC,1,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
2be7a2817dd45bb44cc1,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,21,"[84.88685714285714, 429.289995, 466.33564551724135, 444.89000999999996]","PDF points, top-left origin","[""20"", ""Kanainagar"", """", null, null, """", null, null, """", null, null, ""Women"", null, null, """", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,20,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:20,Kanainagar,Kanainagar,,Kanainagar,Women,W,UR,1,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
c0a6ff38353f73a66515,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,22,"[84.88685714285714, 444.89000999999996, 466.33564551724135, 460.36999499999996]","PDF points, top-left origin","[""21"", ""Shyamnagar"", """", null, null, """", null, null, """", null, null, """", null, null, ""UR"", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,21,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:21,Shyamnagar,Shyamnagar,,Shyamnagar,UR,UR,UR,0,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
422d1b051d9909b7bacc,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,23,"[84.88685714285714, 460.36999499999996, 466.33564551724135, 475.87001]","PDF points, top-left origin","[""22"", ""Betai-II"", """", null, null, """", null, null, """", null, null, ""Women"", null, null, """", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,22,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:22,Betai-II,Betai-II,,Betai-II,Women,W,UR,1,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
180054dbe8e4b978456b,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,24,"[84.88685714285714, 475.87001, 466.33564551724135, 491.349995]","PDF points, top-left origin","[""23"", ""Betai-I"", """", null, null, ""SCW"", null, null, """", null, null, """", null, null, """", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,23,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:23,Betai-I,Betai-I,,Betai-I,SCW,SCW,SC,1,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
d786a340916b24f1f340,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,25,"[84.88685714285714, 491.349995, 466.33564551724135, 506.83000999999996]","PDF points, top-left origin","[""24"", ""Natna"", """", null, null, """", null, null, """", null, null, """", null, null, ""UR"", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,24,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:24,Natna,Natna,,Natna,UR,UR,UR,0,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
8cf3d9ee47ebbfef8115,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,26,"[84.88685714285714, 506.83000999999996, 466.33564551724135, 522.3100099999999]","PDF points, top-left origin","[""25"", ""Raghunathpur"", """", null, null, """", null, null, ""OBC"", null, null, """", null, null, """", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,25,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:25,Raghunathpur,Raghunathpur,,Raghunathpur,OBC,OBC,OBC,0,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
5e7c207774a9a69a9c82,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,27,"[84.88685714285714, 522.3100099999999, 466.33564551724135, 537.91001]","PDF points, top-left origin","[""26"", ""Tehatta"", """", null, null, """", null, null, """", null, null, ""Women"", null, null, """", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,26,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:26,Tehatta,Tehatta,,Tehatta,Women,W,UR,1,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
2df6d6d8b29668c4705c,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,28,"[84.88685714285714, 537.91001, 466.33564551724135, 553.3899799999999]","PDF points, top-left origin","[""27"", ""Patharghata-I"", """", null, null, """", null, null, """", null, null, """", null, null, ""UR"", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,27,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:27,Patharghata-I,Patharghata-I,,Patharghata-I,UR,UR,UR,0,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
7f17dd25ad2bc2e93c8b,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,29,"[84.88685714285714, 553.3899799999999, 466.33564551724135, 568.8700099999999]","PDF points, top-left origin","[""28"", ""Sahebnagar"", """", null, null, """", null, null, """", null, null, ""Women"", null, null, """", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,28,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:28,Sahebnagar,Sahebnagar,,Sahebnagar,Women,W,UR,1,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
94014aee0ec741bbc979,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,30,"[84.88685714285714, 568.8700099999999, 466.33564551724135, 584.3500099999999]","PDF points, top-left origin","[""29"", ""Gopinathpur"", """", null, null, """", null, null, ""OBCW"", null, null, """", null, null, """", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,29,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:29,Gopinathpur,Gopinathpur,,Gopinathpur,OBCW,OBCW,OBC,1,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
7cb7ca09aa6bdf3a25b7,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,58,0,31,"[84.88685714285714, 584.3500099999999, 466.33564551724135, 600.069995]","PDF points, top-left origin","[""30"", ""Palsunda-I"", """", null, null, """", null, null, """", null, null, """", null, null, ""UR"", null, null]",West Bengal,Nadia,2013,gp_head,pradhan,30,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43:30,Palsunda-I,Palsunda-I,,Palsunda-I,UR,UR,UR,0,complete_office_synopsis_with_explicit_UR,full_source_visual_review_single_assistant,block_unstated,data/wb/derived/nadia_2013_handbook/full_office_visual_audit.json,9fa81bb5b3696b27f851ec8c0a9871dbcbd2ced62fde42043a8b56bbd2b97d30,single_assistant_nonblinded_source_visual_audit
