audit_id,source_group,district,reservation_years,outcome_sex_years,stage,tier,acquisition_status,row_unit,physical_rows,n_gp_verified,n_gp_count_scope,gp_id_type,sex_fields,sex_nonmissing_counts,winner_vs_incumbent,reservation_measure,current_persistence_eligibility,source_paths,source_urls,source_sha256,evidence_paths,evidence_sha256,limitation
official_jalpaiguri_2023_final_gp_deputy,official_office_reservations,Jalpaiguri,2023,,final,gp_deputy,acquired_and_parsed,source_cell,40,,not_asserted_from_source_cell_counts,printed names; block where printed; no verified cross-year ID,,,neither; reservation assignment only,positive reservation axes only,no recorded head-sex outcome,"[""data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf""]","[""https://cdn.s3waas.gov.in/s3fccb60fb512d13df5083790d64c4d5dd/uploads/2022/12/2022123049.pdf""]","{""data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf"": ""9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e""}","[""data/wb/derived/office_native/cell_review.csv""]","{""data/wb/derived/office_native/cell_review.csv"": ""e76a157bc4ee1bed3b18323f03afdb540ec172db22acaf568771b8ead7049394""}",Source cells include blank or overlapping axes; physical rows are not GP counts. Nonlisting/opposite blank axis remains unknown. No observed head sex.
official_jalpaiguri_2023_final_gp_head,official_office_reservations,Jalpaiguri,2023,,final,gp_head,acquired_and_parsed,source_cell,118,,not_asserted_from_source_cell_counts,printed names; block where printed; no verified cross-year ID,,,neither; reservation assignment only,positive reservation axes only,no recorded head-sex outcome,"[""data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf""]","[""https://cdn.s3waas.gov.in/s3fccb60fb512d13df5083790d64c4d5dd/uploads/2022/12/2022123049.pdf""]","{""data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf"": ""9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e""}","[""data/wb/derived/office_native/cell_review.csv""]","{""data/wb/derived/office_native/cell_review.csv"": ""e76a157bc4ee1bed3b18323f03afdb540ec172db22acaf568771b8ead7049394""}",Source cells include blank or overlapping axes; physical rows are not GP counts. Nonlisting/opposite blank axis remains unknown. No observed head sex.
official_nadia_2013_final_gp_deputy,official_office_reservations,Nadia,2013,,final,gp_deputy,acquired_and_parsed,source_cell,94,,not_asserted_from_source_cell_counts,printed names; block where printed; no verified cross-year ID,,,neither; reservation assignment only,positive reservation axes only,no recorded head-sex outcome,"[""data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf""]","[""http://nadia.nic.in/Election/Pradhan%20&%20Upa-Pradhan.pdf"", ""https://web.archive.org/web/20140703221117id_/http://nadia.nic.in/Election/Pradhan%20&%20Upa-Pradhan.pdf""]","{""data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf"": ""79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339""}","[""data/wb/derived/office_scans/row_review.csv""]","{""data/wb/derived/office_scans/row_review.csv"": ""221cd4d4aaccda0707a3b8ef6e4bae4c9a630c72a41ff5780455b7a51ff6e26c""}",Source cells include blank or overlapping axes; physical rows are not GP counts. Nonlisting/opposite blank axis remains unknown. No observed head sex.
official_nadia_2013_final_gp_head,official_office_reservations,Nadia,2013,,final,gp_head,acquired_and_parsed,source_cell,280,,not_asserted_from_source_cell_counts,printed names; block where printed; no verified cross-year ID,,,neither; reservation assignment only,positive reservation axes only,no recorded head-sex outcome,"[""data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf""]","[""http://nadia.nic.in/Election/Pradhan%20&%20Upa-Pradhan.pdf"", ""https://web.archive.org/web/20140703221117id_/http://nadia.nic.in/Election/Pradhan%20&%20Upa-Pradhan.pdf""]","{""data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf"": ""79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339""}","[""data/wb/derived/office_scans/row_review.csv""]","{""data/wb/derived/office_scans/row_review.csv"": ""221cd4d4aaccda0707a3b8ef6e4bae4c9a630c72a41ff5780455b7a51ff6e26c""}",Source cells include blank or overlapping axes; physical rows are not GP counts. Nonlisting/opposite blank axis remains unknown. No observed head sex.
official_nadia_2013_handbook_gp_deputy,official_office_reservations,Nadia,2013,,handbook,gp_deputy,acquired_and_parsed,source_gp_office_row,187,187,complete187-GPoffice_roster,documentSHA:GPserial; names; no LGD code,,,neither; reservation assignment only,full explicit categories includingUR,no recorded head-sex outcome,"[""data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf""]","[""http://nadia.nic.in/Election/Panchayat%20General%20Election%20-%20final%20book(election%202013).pdf"", ""https://web.archive.org/web/20140703205812id_/http://nadia.nic.in/Election/Panchayat%20General%20Election%20-%20final%20book(election%202013).pdf""]","{""data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf"": ""238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43""}","[""data/wb/derived/nadia_2013_handbook/office_reservations.csv""]","{""data/wb/derived/nadia_2013_handbook/office_reservations.csv"": ""aa933f2e422197aab10a8aedf076046486452d9bf04bc9c7e32d474de1ca683a""}",Complete same-source office synopsis; serial123 head category remains blank. No observed head sex.
official_nadia_2013_handbook_gp_head,official_office_reservations,Nadia,2013,,handbook,gp_head,acquired_and_parsed,source_gp_office_row,187,187,complete187-GPoffice_roster,documentSHA:GPserial; names; no LGD code,,,neither; reservation assignment only,full explicit categories includingUR,no recorded head-sex outcome,"[""data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf""]","[""http://nadia.nic.in/Election/Panchayat%20General%20Election%20-%20final%20book(election%202013).pdf"", ""https://web.archive.org/web/20140703205812id_/http://nadia.nic.in/Election/Panchayat%20General%20Election%20-%20final%20book(election%202013).pdf""]","{""data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf"": ""238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43""}","[""data/wb/derived/nadia_2013_handbook/office_reservations.csv""]","{""data/wb/derived/nadia_2013_handbook/office_reservations.csv"": ""aa933f2e422197aab10a8aedf076046486452d9bf04bc9c7e32d474de1ca683a""}",Complete same-source office synopsis; serial123 head category remains blank. No observed head sex.
official_purulia_2018_final_gp_deputy,official_office_reservations,Purulia,2018,,final,gp_deputy,acquired_and_parsed,source_cell,80,,not_asserted_from_source_cell_counts,printed names; block where printed; no verified cross-year ID,,,neither; reservation assignment only,positive reservation axes only,no recorded head-sex outcome,"[""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Purulia-I.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Manbazar-II.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Jhalda-II.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Purulia-II.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Bandwan.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Joypur.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Arsha.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Para.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Neturia.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Raghunathpur-I.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Kashipur.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Balarampur.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Hura.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Puncha.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Manbazar-I.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Santuri.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Barabazar.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Jhalda-I.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Raghunathpur-II.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Baghmundi.pdf""]","[""http://purulia.gov.in/services/notice/general/1B_Upa-Pradhan.zip"", ""https://web.archive.org/web/20190404211110id_/http://purulia.gov.in/services/notice/general/1B_Upa-Pradhan.zip""]","{""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Arsha.pdf"": ""318fe8e2272ac224c380b3b2cd322531cf6fd8eace410a67a1626a1f4535b2c5"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Baghmundi.pdf"": ""fa3344f75a9928225d95b0a02e1d6ef94f4253a3dd7665aab4f594fcc2cdc2fa"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Balarampur.pdf"": ""78f3a0d22b4855b51b97c6eaa42fe5e6d39992e936f6f0307768d7a1919276d2"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Bandwan.pdf"": ""2d8ec6d056085bcb0e44c963f55107308023497eaf2ddc830b7a8467fe8b6135"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Barabazar.pdf"": ""b28a4e5c95d5f383506577ac10e0a203d6e23531f2b8e286293db4a9c81e09ff"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Hura.pdf"": ""91c7b4cce9929a1ba8765e21c91086d20465df1338783e8b9a43217742d1dbc1"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Jhalda-I.pdf"": ""cac852734ff55453a4c66e1a33fd9f76c4df55d506bbffb2050cb790050ca561"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Jhalda-II.pdf"": ""1513c2ed770c4c97455dd024458565c6ad009beb89422be02b8f00bb869a2b64"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Joypur.pdf"": ""30e9edb92459085fcc368dbbd5bece4758ffe5a3373fa20a02513a9946cc6f88"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Kashipur.pdf"": ""63eea96148e205712a5015d5160ba0b43284111f11b951ec0ccc8013b15b07db"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Manbazar-I.pdf"": ""a3f907c3efe0e54d2f78c0c2e9c4de673192b4ad13052e809ec820616805ce28"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Manbazar-II.pdf"": ""112184f5bb077cb216d80bce9dadf83b43e763cc91c24d6f9c8907b0b0604d91"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Neturia.pdf"": ""5b1a2877fd976ed960b3ecd14908d63c1ac9e21b9b595d56265ebe88eba2d289"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Para.pdf"": ""39bb3ab0b7ca05a9030dca67cdce7ee16e5228fb93dad9df08a6f1981ee450ad"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Puncha.pdf"": ""a25462f948c7739b43da57281c2b4d9cc3d1847b7ac19f962791e0ff8f0e72b5"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Purulia-I.pdf"": ""0f53ed43f261a010c010260fbd0441394eb3a34627cc199fce6f896c2eb31568"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Purulia-II.pdf"": ""259d0de8b3cebc7ffe302434b92e005eaff1447f6339d1b58886e613bd4936c1"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Raghunathpur-I.pdf"": ""622baf98c4406989badb3fb9ebdd34b5ddba2853825fa1e2c679bfa7ba4fa1e5"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Raghunathpur-II.pdf"": ""f505b250611f3e5e83b9a016b4356228be62f5fe97165834373d777c488161b6"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Upa-Pradhan/1B_Upa-Pradhan_Santuri.pdf"": ""ad2aff428ec7ae4ce3264d0b899e49a3dc31f58370ac45570a7334c7a1c67f9b""}","[""data/wb/derived/office_native/cell_review.csv""]","{""data/wb/derived/office_native/cell_review.csv"": ""e76a157bc4ee1bed3b18323f03afdb540ec172db22acaf568771b8ead7049394""}",Source cells include blank or overlapping axes; physical rows are not GP counts. Nonlisting/opposite blank axis remains unknown. No observed head sex.
official_purulia_2018_final_gp_head,official_office_reservations,Purulia,2018,,final,gp_head,acquired_and_parsed,source_cell,256,,not_asserted_from_source_cell_counts,printed names; block where printed; no verified cross-year ID,,,neither; reservation assignment only,positive reservation axes only,no recorded head-sex outcome,"[""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Kashipur.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Manbazar-II.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Santuri.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Jhalda-I.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Raghunathpur-II.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Raghunathpur-I.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Purulia-II.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Purulia-I.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Jhalda-II.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Manbazar-I.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Barabazar.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Bandwan.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Baghmundi.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Balarampur.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Puncha.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Arsha.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Neturia.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Hura.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Joypur.pdf"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Para.pdf""]","[""http://purulia.gov.in/services/notice/general/1B_Pradhan.zip"", ""https://web.archive.org/web/20190404175359id_/http://purulia.gov.in/services/notice/general/1B_Pradhan.zip""]","{""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Arsha.pdf"": ""af827949bd338cf1cc36a7fb2bcf305580a72407e60b34e84401f2c815c4fdda"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Baghmundi.pdf"": ""98661ff133719a2aac53af02075e9047092b6f1fe947d4ba77d067537ff285c0"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Balarampur.pdf"": ""9f28a3b99dcae4e1b0b519a714bc0eebd1e6ab0dd91319e38205240e80df5b02"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Bandwan.pdf"": ""770d44ae0818307cd876953f6ee9d602e86df07628853f9ae04f11434cc16cc6"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Barabazar.pdf"": ""60800840e9d943858ca2ab41312973c6bb42e623069a875032a0d3e553efba85"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Hura.pdf"": ""da676f63c655adf4727db80e2d05a6f9cd7bd495fdff061c531c226ba83a1a15"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Jhalda-I.pdf"": ""1c0af239799e0b72efd4f6c75c0247358281db873a07db2d22caff1d461c28c3"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Jhalda-II.pdf"": ""4e836670e255412fe147f96258f7f241b12ae1c620cc43651dc7f59e716e84a9"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Joypur.pdf"": ""f08ec747baa252d5ed2aa86888661dcb546c5d7468ccfc51e8cbf6bfbc35f247"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Kashipur.pdf"": ""0e0c7cd9988bcb47b3f70aefaad591dc886d44e373d1d79f2182826fb20846d0"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Manbazar-I.pdf"": ""57cc4b307dee750d43185fd6107888d7c377beaefcf8c35d457e7b44e140c04b"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Manbazar-II.pdf"": ""17c5bc08541132df60f4aa97b202dbd253529ea9637a0065a984d107e92f8aa4"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Neturia.pdf"": ""b8212d4c31794e14f24bfc2da93af90f7c093f6f2d19fe9819112a3d3238c16e"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Para.pdf"": ""fa6fdace562a43f290da44a74046ccd479b808dbc9ff334ae6904957ab1dde49"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Puncha.pdf"": ""a8e3f07d43f4841247270dd89f43ee2e7e81e7157d3b6cf40cdb26828b32769c"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Purulia-I.pdf"": ""4e16de611616da317c64c13d00737c98b879de960bd0391d061688f3a2f9bf99"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Purulia-II.pdf"": ""368de826306b52e861ac1a79b4f2ca84bef21e1a4a720f1914f7c12f59d696d8"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Raghunathpur-I.pdf"": ""28bbcbcec8c616779bc8df1b75208e1c0d48e8d809ed42628c9be87697dfd52d"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Raghunathpur-II.pdf"": ""272831139ec149626cb7c45811545b32c00bf3e5e7ba92bd2fb34a6f4c301fae"", ""data/wb/gp_source_search/archived_district_files/extracted/1B_Pradhan/1B_Pradhan_Santuri.pdf"": ""1918603942e9afd413f8eadbd7681885da42ea7324f3ca767674c77c14087a9c""}","[""data/wb/derived/office_native/cell_review.csv""]","{""data/wb/derived/office_native/cell_review.csv"": ""e76a157bc4ee1bed3b18323f03afdb540ec172db22acaf568771b8ead7049394""}",Source cells include blank or overlapping axes; physical rows are not GP counts. Nonlisting/opposite blank axis remains unknown. No observed head sex.
official_south_24_parganas_2018_draft_gp_deputy,official_office_reservations,South 24 Parganas,2018,,draft,gp_deputy,acquired_and_parsed,source_cell,154,,not_asserted_from_source_cell_counts,printed names; block where printed; no verified cross-year ID,,,neither; reservation assignment only,positive reservation axes only,no recorded head-sex outcome,"[""data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf""]","[""http://s24pgs.gov.in:80/s24p/pelec2018/Form-1A_Upa_Pradhan_1.pdf"", ""http://web.archive.org/web/20180508182139id_/http://s24pgs.gov.in/s24p/pelec2018/Form-1A_Upa_Pradhan_1.pdf""]","{""data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Upa_Pradhan_1_50f5d7f2.pdf"": ""38b4d02632b217adabd34f14c77445628d402221452990726e41e8cc743c68ba""}","[""data/wb/derived/office_native/cell_review.csv""]","{""data/wb/derived/office_native/cell_review.csv"": ""e76a157bc4ee1bed3b18323f03afdb540ec172db22acaf568771b8ead7049394""}",Source cells include blank or overlapping axes; physical rows are not GP counts. Nonlisting/opposite blank axis remains unknown. No observed head sex.
official_south_24_parganas_2018_draft_gp_head,official_office_reservations,South 24 Parganas,2018,,draft,gp_head,acquired_and_parsed,source_cell,468,,not_asserted_from_source_cell_counts,printed names; block where printed; no verified cross-year ID,,,neither; reservation assignment only,positive reservation axes only,no recorded head-sex outcome,"[""data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Pradhan_1_2ca5b798.pdf""]","[""http://s24pgs.gov.in:80/s24p/pelec2018/Form-1A_Pradhan_1.pdf"", ""http://web.archive.org/web/20180508184050id_/http://s24pgs.gov.in/s24p/pelec2018/Form-1A_Pradhan_1.pdf""]","{""data/wb/gp_source_search/historical_expansion/s24pgs_Form-1A_Pradhan_1_2ca5b798.pdf"": ""aa876d838a4cb51d18cacb6c9c144e01856ecc6e8886c8be08b9bcae4b73ae2b""}","[""data/wb/derived/office_native/cell_review.csv""]","{""data/wb/derived/office_native/cell_review.csv"": ""e76a157bc4ee1bed3b18323f03afdb540ec172db22acaf568771b8ead7049394""}",Source cells include blank or overlapping axes; physical rows are not GP counts. Nonlisting/opposite blank axis remains unknown. No observed head sex.
official_south_24_parganas_2018_final_gp_deputy,official_office_reservations,South 24 Parganas,2018,,final,gp_deputy,acquired_and_parsed,source_cell,154,,not_asserted_from_source_cell_counts,printed names; block where printed; no verified cross-year ID,,,neither; reservation assignment only,positive reservation axes only,no recorded head-sex outcome,"[""data/wb/gp_source_search/historical_expansion/s24pgs_643_Form-1B_Upa-Pradhan_1_752bf64d.pdf""]","[""http://s24pgs.gov.in:80/s24p/pelec2018/643_Form-1B_Upa-Pradhan_1.pdf"", ""https://web.archive.org/web/20180508184043id_/http://s24pgs.gov.in/s24p/pelec2018/643_Form-1B_Upa-Pradhan_1.pdf""]","{""data/wb/gp_source_search/historical_expansion/s24pgs_643_Form-1B_Upa-Pradhan_1_752bf64d.pdf"": ""2270d40b82f79fb05c96fc7a6b75205d2387407f6364ab0670604be7e2209c33""}","[""data/wb/derived/office_native/cell_review.csv""]","{""data/wb/derived/office_native/cell_review.csv"": ""e76a157bc4ee1bed3b18323f03afdb540ec172db22acaf568771b8ead7049394""}",Source cells include blank or overlapping axes; physical rows are not GP counts. Nonlisting/opposite blank axis remains unknown. No observed head sex.
official_south_24_parganas_2018_final_gp_head,official_office_reservations,South 24 Parganas,2018,,final,gp_head,acquired_and_parsed,source_cell,466,,not_asserted_from_source_cell_counts,printed names; block where printed; no verified cross-year ID,,,neither; reservation assignment only,positive reservation axes only,no recorded head-sex outcome,"[""data/wb/gp_source_search/historical_expansion/s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf""]","[""http://s24pgs.gov.in:80/s24p/pelec2018/642_Form-1B_Pradhan_1.pdf"", ""https://web.archive.org/web/20180508055743id_/http://s24pgs.gov.in/s24p/pelec2018/642_Form-1B_Pradhan_1.pdf""]","{""data/wb/gp_source_search/historical_expansion/s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf"": ""6fa2911868350033e421c3ec257144a9618feb0fe27c07c5116d6763be056973""}","[""data/wb/derived/office_native/cell_review.csv""]","{""data/wb/derived/office_native/cell_review.csv"": ""e76a157bc4ee1bed3b18323f03afdb540ec172db22acaf568771b8ead7049394""}",Source cells include blank or overlapping axes; physical rows are not GP counts. Nonlisting/opposite blank axis remains unknown. No observed head sex.
birbhum_cd_survey,research_survey,Birbhum,1998,2000 survey of1998term,research_survey,gp_head,acquired_raw_and_analysis_prepared,GPsurvey_row,166,166,raw166GPsurvey records;161nonmissingprsex,within-study gpnum plus GP/block names,prsex,"{""prsex"": 161}",surveyed incumbent; not verified election-winner registry,womres/scres/stres current1998term,same-term sex and reservation; alone does not supply subsequentwinner,"[""data/wb/chattopadhyaya_duflo.zip::womenpolicymakers_parta.dta"", ""data/wb/chattopadhyaya_duflo.zip::womenpolicymakers_partb.dta""]",[],"{""data/wb/chattopadhyaya_duflo.zip"": ""126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693""}","[""src/local_reservations/states/wb/parse_birbhum.py""]","{""src/local_reservations/states/wb/parse_birbhum.py"": ""17ac11b58ccbb537d68ff237a106ac8cddf01711b6332192d871b7f443e81e1b""}","Original downloadURL not available in examinedartifactmanifest; archivebytes and Statalabels inspected. Sex161/166, not all166; no laterwinner outcome in this archive."
birbhum_beaman_roster_followup,research_roster_plus_survey,Birbhum,1998;2003 with source-year exceptions,mainly2006survey; surveydate checked perrow,research_survey,gp_head,acquired_raw_and_analysis_prepared,165GProster +316current/previous/spouseinterviews,316,165,reservation roster;161interviews markedcurrent before measurement filters,res_id/AA0_2b/temp_id studyIDs require cross-check; names/block available,A0_5;A1_2;A8_13_chk; roleA0_9; pradhan_spouse,"{""A8_13_chk_all_interviews_nonmissing"": 161, ""current_role_interviews"": 161}",followup surveyed currentincumbent; not verified2003electionwinner,"current/prior women,SC,ST with explicit termchecks",supports restricted followup-incumbency association; not exact subsequentwinning outcome,"[""data/wb/vintage_search/raw/898f2f74836e83ae.dta"", ""data/wb/vintage_search/raw/4c57614d02a35bc5.dta""]","[""https://raw.githubusercontent.com/in-rolls/beaman/main/data/powerful_women_in_india_pradhan_seats_reserved_for_women.dta"", ""https://raw.githubusercontent.com/in-rolls/beaman/main/data/powerful_women_in_india_pradhan_survey.dta""]","{""data/wb/vintage_search/raw/4c57614d02a35bc5.dta"": ""21e43713c927e49d6e9a581b9448debfa05dad89578b06361f03268752202689"", ""data/wb/vintage_search/raw/898f2f74836e83ae.dta"": ""e6454a2ae5a36829376557b20a45da7776a2951f9accc05ec75ac289a462d763""}",,,"Role,spouse,ID,sex-conflict and visit-year checks required. Existing165roster→151history→99women-open→94observed sample is restricted, not statewide."
