row_id,record_kind,stage,state,district,year,block_printed,gram_panchayat,seat_no,constituency_area_raw,allocated_raw,raw_cells,caste_raw,women_raw,caste_reservation,woman_reserved,source_path,source_sha256,source_page,source_table,source_row,source_table_bbox,quality_flags,review_status
b85e32ab14806bd6dbe3,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Chanduria-I,11,"Chanduria -I/IX Mouza - Chanduria, J.L No. -38 (a) Chanduria Madhya Part No. -82/9",11,"[""Chanduria -I/IX\nMouza - Chanduria, J.L No. -38\n(a) Chanduria Madhya\nPart No. -82/9"", ""11"", ""11 SC"", ""--""]",11 SC,--,SC,0,data/wb/gp_source_search/historical_expansion/nadia_Chanduria-I_6c2262a2.pdf,0fbaa23f7a456cc3bcf3f008e94523007a718c81fb4d2116d8aa6f6fb9902ec3,2,1,4,"[54.51612, 72.47399999999999, 552.7149654, 665.2248]",,source_controls_passed
a2f500e9e832471df19b,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Chanduria-I,12,"Chanduria -I/X Mouza - Chanduria, J.L No. -38 (a) Dakshin Part of Chanduria Paschim Part No. -82/10",12,"[""Chanduria -I/X\nMouza - Chanduria, J.L No. -38\n(a) Dakshin Part of Chanduria Paschim\nPart No. -82/10"", ""12"", ""--"", ""--""]",--,--,UR,0,data/wb/gp_source_search/historical_expansion/nadia_Chanduria-I_6c2262a2.pdf,0fbaa23f7a456cc3bcf3f008e94523007a718c81fb4d2116d8aa6f6fb9902ec3,2,1,5,"[54.51612, 72.47399999999999, 552.7149654, 665.2248]",,source_controls_passed
efbc788b53ec56c8bb59,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Chanduria-I,13,"Chanduria -I/XI Mouza - Chanduria, J.L No. -38 (a) Chanduria Paschim Uttar (b) Chanduria Nathpara Part No. -82/11",13,"[""Chanduria -I/XI\nMouza - Chanduria, J.L No. -38\n(a) Chanduria Paschim Uttar\n(b) Chanduria Nathpara\nPart No. -82/11"", ""13"", ""13 SC"", ""13 SCW""]",13 SC,13 SCW,SC,1,data/wb/gp_source_search/historical_expansion/nadia_Chanduria-I_6c2262a2.pdf,0fbaa23f7a456cc3bcf3f008e94523007a718c81fb4d2116d8aa6f6fb9902ec3,2,1,6,"[54.51612, 72.47399999999999, 552.7149654, 665.2248]",,source_controls_passed
5833f93a0350b2e90afb,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Chanduria-I,14,"Chanduria -I/XII Mouza - Chanduria, J.L No. -38 (a) Chanduria Dakshin Paschim Purba (b)Chanduria Dakshin Paschim Partly (c) Chanduria Manushmarapara Part No. -82/12","14,15","[""Chanduria -I/XII\nMouza - Chanduria, J.L No. -38\n(a) Chanduria Dakshin Paschim Purba\n(b)Chanduria Dakshin Paschim Partly\n(c) Chanduria Manushmarapara\nPart No. -82/12"", ""14,15"", ""14 SC"", ""15 W""]",14 SC,15 W,SC,0,data/wb/gp_source_search/historical_expansion/nadia_Chanduria-I_6c2262a2.pdf,0fbaa23f7a456cc3bcf3f008e94523007a718c81fb4d2116d8aa6f6fb9902ec3,2,1,7,"[54.51612, 72.47399999999999, 552.7149654, 665.2248]",,source_controls_passed
ae4e47e116ebc5d5e4ad,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Chanduria-I,15,"Chanduria -I/XII Mouza - Chanduria, J.L No. -38 (a) Chanduria Dakshin Paschim Purba (b)Chanduria Dakshin Paschim Partly (c) Chanduria Manushmarapara Part No. -82/12","14,15","[""Chanduria -I/XII\nMouza - Chanduria, J.L No. -38\n(a) Chanduria Dakshin Paschim Purba\n(b)Chanduria Dakshin Paschim Partly\n(c) Chanduria Manushmarapara\nPart No. -82/12"", ""14,15"", ""14 SC"", ""15 W""]",14 SC,15 W,UR,1,data/wb/gp_source_search/historical_expansion/nadia_Chanduria-I_6c2262a2.pdf,0fbaa23f7a456cc3bcf3f008e94523007a718c81fb4d2116d8aa6f6fb9902ec3,2,1,7,"[54.51612, 72.47399999999999, 552.7149654, 665.2248]",,source_controls_passed
05f0d425736d440f7444,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Chanduria-I,16,"Chanduria -I/XIII Mouza - Chanduria, J.L No. -38 (a) Chanduria Dakshin Purba Para Part No. -82/13",16,"[""Chanduria -I/XIII\nMouza - Chanduria, J.L No. -38\n(a) Chanduria Dakshin Purba Para\nPart No. -82/13"", ""16"", ""16 SC"", ""--""]",16 SC,--,SC,0,data/wb/gp_source_search/historical_expansion/nadia_Chanduria-I_6c2262a2.pdf,0fbaa23f7a456cc3bcf3f008e94523007a718c81fb4d2116d8aa6f6fb9902ec3,2,1,8,"[54.51612, 72.47399999999999, 552.7149654, 665.2248]",,source_controls_passed
6dcdf530bb6be83cbefd,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Chanduria-I,17,"Chanduria -I/XIV Mouza - Brahmapara, J.L No. -106 (a) Brahmapara Partly Part No. -82/14",17,"[""Chanduria -I/XIV\nMouza - Brahmapara, J.L No. -106\n(a) Brahmapara Partly\nPart No. -82/14"", ""17"", ""--"", ""--""]",--,--,UR,0,data/wb/gp_source_search/historical_expansion/nadia_Chanduria-I_6c2262a2.pdf,0fbaa23f7a456cc3bcf3f008e94523007a718c81fb4d2116d8aa6f6fb9902ec3,3,1,1,"[54.51612, 72.47399999999999, 552.7149654, 193.7844]",,source_controls_passed
6b102fb5411258781f9b,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Chanduria-I,18,"Chanduria -I/XV Mouza - Brahmapara, J.L No. -106 (a) Brahmapara Partly Part No. -82/15",18,"[""Chanduria -I/XV\nMouza - Brahmapara, J.L No. -106\n(a) Brahmapara Partly\nPart No. -82/15"", ""18"", ""--"", ""--""]",--,--,UR,0,data/wb/gp_source_search/historical_expansion/nadia_Chanduria-I_6c2262a2.pdf,0fbaa23f7a456cc3bcf3f008e94523007a718c81fb4d2116d8aa6f6fb9902ec3,3,1,2,"[54.51612, 72.47399999999999, 552.7149654, 193.7844]",,source_controls_passed
0b2fdbf79d732aeecaca,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Chanduria -II,1,Chanduria -II/I Mouza - Charjirat J.L No - 27 (a) High Schoolpara (b) Balapara (c) Charjirat Madhyapara Part No. -82/16,1,"[""Chanduria -II/I\nMouza - Charjirat J.L No - 27\n(a) High Schoolpara\n(b) Balapara\n(c) Charjirat Madhyapara\nPart No. -82/16"", ""1"", ""1 SC"", ""1 SCW""]",1 SC,1 SCW,SC,1,data/wb/gp_source_search/historical_expansion/nadia_Chanduria-II_61a7353a.pdf,6e995525d640d1e97ca96b417f1d6c895c1b42fca753b8a98ff042276afdd851,1,2,3,"[54.51612, 183.70463460000002, 545.0352, 551.4744000000001]",,source_controls_passed
3863825e42de8e3a9c9d,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Chanduria -II,2,Chanduria -II/II Mouza - Raninagar J.L No - 25 (a) Raninagar (b) Supreme Paper Mills Quarters Part No. -82/17,2,"[""Chanduria -II/II\nMouza - Raninagar J.L No - 25\n(a) Raninagar\n(b) Supreme Paper Mills Quarters\nPart No. -82/17"", ""2"", ""--"", ""2 W""]",--,2 W,UR,1,data/wb/gp_source_search/historical_expansion/nadia_Chanduria-II_61a7353a.pdf,6e995525d640d1e97ca96b417f1d6c895c1b42fca753b8a98ff042276afdd851,1,2,4,"[54.51612, 183.70463460000002, 545.0352, 551.4744000000001]",,source_controls_passed
9eca3169bed547754c94,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Chanduria -II,3,Chanduria -II/III Mouza - Charjirat J.L No - 27 (a) Malopara Partly (Dakshin Paschim) (b) Malopara Partly (Uttar Paschim ) Part No. -82/18,3,"[""Chanduria -II/III\nMouza - Charjirat J.L No - 27\n(a) Malopara Partly (Dakshin Paschim)\n(b) Malopara Partly (Uttar Paschim )\nPart No. -82/18"", ""3"", ""3 SC"", ""--""]",3 SC,--,SC,0,data/wb/gp_source_search/historical_expansion/nadia_Chanduria-II_61a7353a.pdf,6e995525d640d1e97ca96b417f1d6c895c1b42fca753b8a98ff042276afdd851,1,2,5,"[54.51612, 183.70463460000002, 545.0352, 551.4744000000001]",,source_controls_passed
fd73493b9be3cded44d1,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Chanduria -II,4,Chanduria -II/IV Mouza - Srikrishnapur Char J.L No - 189 (a) Bablatala (b) Natunpara (c) Biswaspara Part No. -82/19,"4,5","[""Chanduria -II/IV\nMouza - Srikrishnapur Char J.L No - 189\n(a) Bablatala\n(b) Natunpara\n(c) Biswaspara\nPart No. -82/19"", ""4,5"", ""4 SC"", ""--""]",4 SC,--,SC,0,data/wb/gp_source_search/historical_expansion/nadia_Chanduria-II_61a7353a.pdf,6e995525d640d1e97ca96b417f1d6c895c1b42fca753b8a98ff042276afdd851,1,2,6,"[54.51612, 183.70463460000002, 545.0352, 551.4744000000001]",,source_controls_passed
5c2dec3e43b7482a3f49,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Chanduria -II,5,Chanduria -II/IV Mouza - Srikrishnapur Char J.L No - 189 (a) Bablatala (b) Natunpara (c) Biswaspara Part No. -82/19,"4,5","[""Chanduria -II/IV\nMouza - Srikrishnapur Char J.L No - 189\n(a) Bablatala\n(b) Natunpara\n(c) Biswaspara\nPart No. -82/19"", ""4,5"", ""4 SC"", ""--""]",4 SC,--,UR,0,data/wb/gp_source_search/historical_expansion/nadia_Chanduria-II_61a7353a.pdf,6e995525d640d1e97ca96b417f1d6c895c1b42fca753b8a98ff042276afdd851,1,2,6,"[54.51612, 183.70463460000002, 545.0352, 551.4744000000001]",,source_controls_passed
fbc07a3a7a4cc7d1d46f,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Dewli,1,"Dewli/I Mouza :Narayanpur , J.L. No.136 , (a) Narayanpur Partly(Narkel Danga) Part No. 83/49",1,"[""Dewli/I\nMouza :Narayanpur , J.L. No.136 , (a) Narayanpur Partly(Narkel\nDanga)\nPart No. 83/49"", ""1"", ""-"", ""1 W""]",-,1 W,UR,1,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,22b2bb47d74728b9eee949c8471b5bf2be6e9b65e1b458606945111e587e9ac5,1,2,3,"[18.5191254, 192.3444, 558.7137653999999, 687.42276]",reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows,needs_review
bea411201b427a987c35,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Dewli,2,"Dewli/II Mouza : Narayanpur, J.L. No.136 , (a)Narayanpur(Narayanpur Village) Partly Part No. 83/50",2,"[""Dewli/II\nMouza : Narayanpur, J.L. No.136 , (a)Narayanpur(Narayanpur\nVillage) Partly\nPart No. 83/50"", ""2"", ""2 SC"", ""2 SCW""]",2 SC,2 SCW,SC,1,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,22b2bb47d74728b9eee949c8471b5bf2be6e9b65e1b458606945111e587e9ac5,1,2,4,"[18.5191254, 192.3444, 558.7137653999999, 687.42276]",reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows,needs_review
e0de373015be1dbbe074,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Dewli,3,"Dewli/III Mouza :Dakshinpanch Potta , J.L. No. 134, (a) Dakshinpanchpotta Full Part No. 83/51",3,"[""Dewli/III\nMouza :Dakshinpanch Potta , J.L. No. 134, (a) Dakshinpanchpotta\nFull\nPart No. 83/51"", ""3"", ""3 SC"", ""-""]",3 SC,-,SC,0,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,22b2bb47d74728b9eee949c8471b5bf2be6e9b65e1b458606945111e587e9ac5,1,2,5,"[18.5191254, 192.3444, 558.7137653999999, 687.42276]",reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows,needs_review
c7b0a18c55590233204f,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Dewli,4,"Dewli/IV Mouza :Kadambagachhi , J.L. No.133 , (a) Kadambagachhi Full Mouza : Chakmirzapur, J.L. No. 132, (b) Chakmirjapur Full Part No. 83/52",4,"[""Dewli/IV\nMouza :Kadambagachhi , J.L. No.133 , (a) Kadambagachhi Full\nMouza : Chakmirzapur, J.L. No. 132, (b) Chakmirjapur Full\nPart No. 83/52"", ""4"", ""-"", ""-""]",-,-,UR,0,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,22b2bb47d74728b9eee949c8471b5bf2be6e9b65e1b458606945111e587e9ac5,1,2,6,"[18.5191254, 192.3444, 558.7137653999999, 687.42276]",reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows,needs_review
d309e4d404b15f2b2c73,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Dewli,5,"Dewli/V Mouza :Rasullapur , J.L. No.186 , (a) Rasullapur Purba Part No. 83/53",5,"[""Dewli/V\nMouza :Rasullapur , J.L. No.186 , (a) Rasullapur Purba\nPart No. 83/53"", ""5"", ""5 SC"", ""-""]",5 SC,-,SC,0,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,22b2bb47d74728b9eee949c8471b5bf2be6e9b65e1b458606945111e587e9ac5,1,2,7,"[18.5191254, 192.3444, 558.7137653999999, 687.42276]",reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows,needs_review
ee327a1d959e59015d4e,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Dewli,6,"Dewli/VI Mouza :Rasullapur , J.L. No.186 , (a) Rasullapur Paschim Part No. 83/54",6,"[""Dewli/VI\nMouza :Rasullapur , J.L. No.186 , (a) Rasullapur Paschim\nPart No. 83/54"", ""6"", ""-"", ""-""]",-,-,UR,0,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,22b2bb47d74728b9eee949c8471b5bf2be6e9b65e1b458606945111e587e9ac5,1,2,8,"[18.5191254, 192.3444, 558.7137653999999, 687.42276]",reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows,needs_review
1c4e39b204f75276e5c9,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Dewli,7,"Dewli/VII Mouza :Kundulia , J.L. No. 135, (a)Kundulia Full Part No. 83/55",7,"[""Dewli/VII\nMouza :Kundulia , J.L. No. 135, (a)Kundulia Full\nPart No. 83/55"", ""7"", ""7 SC"", ""7 SCW""]",7 SC,7 SCW,SC,1,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,22b2bb47d74728b9eee949c8471b5bf2be6e9b65e1b458606945111e587e9ac5,1,2,9,"[18.5191254, 192.3444, 558.7137653999999, 687.42276]",reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows,needs_review
2da260966e5b8c9f7be6,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Dewli,8,"Dewli/VIII Mouza : Dewli, J.L. No.187 , (a) Dewli Metho Para Mouza : Goruimari, J.L. No. 188, (b) Goruimari Partly Part No. 83/56","8,9","[""Dewli/VIII\nMouza : Dewli, J.L. No.187 , (a) Dewli Metho Para\nMouza : Goruimari, J.L. No. 188, (b) Goruimari Partly\nPart No. 83/56"", ""8,9"", ""-"", ""8W""]",-,8W,UR,1,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,22b2bb47d74728b9eee949c8471b5bf2be6e9b65e1b458606945111e587e9ac5,1,2,10,"[18.5191254, 192.3444, 558.7137653999999, 687.42276]",reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows,needs_review
963d32868bb6e3ce2d13,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Dewli,9,"Dewli/VIII Mouza : Dewli, J.L. No.187 , (a) Dewli Metho Para Mouza : Goruimari, J.L. No. 188, (b) Goruimari Partly Part No. 83/56","8,9","[""Dewli/VIII\nMouza : Dewli, J.L. No.187 , (a) Dewli Metho Para\nMouza : Goruimari, J.L. No. 188, (b) Goruimari Partly\nPart No. 83/56"", ""8,9"", ""-"", ""8W""]",-,8W,UR,0,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,22b2bb47d74728b9eee949c8471b5bf2be6e9b65e1b458606945111e587e9ac5,1,2,10,"[18.5191254, 192.3444, 558.7137653999999, 687.42276]",reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows,needs_review
0871305f0904dee1804d,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Dewli,10,"Dewli/IX Mouza :Sarappur , J.L. No. 185, (a) Sarap Pur (Paschim part of Sukhen Das's house) Mouza :Sarappur , J.L. No. 185,(b) Sarap Pur (Purba Part of Sukhen Das's house) Part No. 83/57","10,11","[""Dewli/IX\nMouza :Sarappur , J.L. No. 185, (a) Sarap Pur (Paschim part of\nSukhen Das's house)\nMouza :Sarappur , J.L. No. 185,(b) Sarap Pur (Purba Part of\nSukhen Das's house)\nPart No. 83/57"", ""10,11"", ""11 SC"", ""-""]",11 SC,-,UR,0,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,22b2bb47d74728b9eee949c8471b5bf2be6e9b65e1b458606945111e587e9ac5,2,1,2,"[18.5191254, 72.47399999999999, 558.7137653999999, 647.346]",reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows,needs_review
f5b7557865ed78f5ff9d,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Dewli,11,"Dewli/IX Mouza :Sarappur , J.L. No. 185, (a) Sarap Pur (Paschim part of Sukhen Das's house) Mouza :Sarappur , J.L. No. 185,(b) Sarap Pur (Purba Part of Sukhen Das's house) Part No. 83/57","10,11","[""Dewli/IX\nMouza :Sarappur , J.L. No. 185, (a) Sarap Pur (Paschim part of\nSukhen Das's house)\nMouza :Sarappur , J.L. No. 185,(b) Sarap Pur (Purba Part of\nSukhen Das's house)\nPart No. 83/57"", ""10,11"", ""11 SC"", ""-""]",11 SC,-,SC,0,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,22b2bb47d74728b9eee949c8471b5bf2be6e9b65e1b458606945111e587e9ac5,2,1,2,"[18.5191254, 72.47399999999999, 558.7137653999999, 647.346]",reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows,needs_review
32f507ca50d2a8875467,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chakdaha,Dewli,12,"Dewli/X Mouza :Berbari , J.L. No.177 , (a) Berbari Gram Mouza : Manpur, J.L. No. 176, (b) Manpur Full Part No. 83/58",12,"[""Dewli/X\nMouza :Berbari , J.L. No.177 , (a) Berbari Gram\nMouza : Manpur, J.L. No. 176, (b) Manpur Full\nPart No. 83/58"", ""12"", ""12 SC"", ""-""]",12 SC,-,SC,0,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,22b2bb47d74728b9eee949c8471b5bf2be6e9b65e1b458606945111e587e9ac5,2,1,3,"[18.5191254, 72.47399999999999, 558.7137653999999, 647.346]",reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows,needs_review
